date,lat,lon,sst_celsius,lss_class
2025-07-17,30.7200,121.4300,29.92,1
2025-07-17,30.7200,121.4400,29.87,1
2025-07-17,30.7200,121.4500,29.82,1
2025-07-17,30.7200,121.4600,29.76,1
2025-07-17,30.7200,121.4700,29.70,1
2025-07-17,30.7300,121.4300,29.78,1
2025-07-17,30.7300,121.4400,29.74,1
2025-07-17,30.7300,121.4500,29.67,1
2025-07-17,30.7300,121.4600,29.73,1
2025-07-17,30.7300,121.4700,29.69,1
2025-07-17,30.7400,121.4300,29.79,1
2025-07-17,30.7400,121.4400,29.69,1
2025-07-17,30.7400,121.4500,29.59,1
2025-07-17,30.7400,121.4600,29.65,1
2025-07-17,30.7400,121.4700,29.63,1
2025-07-17,30.7400,121.4800,29.56,1
2025-07-17,30.7500,121.4500,29.56,1
2025-07-17,30.7500,121.4600,29.62,1
2025-07-17,30.7500,121.4700,29.60,1
2025-07-17,30.7500,121.4800,29.56,1
2025-07-17,30.7600,121.4600,29.65,1
2025-07-17,30.7600,121.4700,29.64,1
2025-07-17,30.7600,121.4800,29.61,1
2025-07-17,30.7600,121.4900,29.67,1
2025-07-17,30.7600,121.5000,29.62,1
2025-07-17,30.7700,121.4800,29.68,1
2025-07-17,30.7700,121.4900,29.75,1
2025-07-17,30.7700,121.5000,29.68,1
2025-07-17,30.7700,121.5100,29.57,1
2025-07-17,30.7800,121.4800,29.72,1
2025-07-17,30.7800,121.4900,29.79,1
2025-07-17,30.7800,121.5000,29.74,1
2025-07-17,30.7800,121.5100,29.63,1
2025-07-17,30.7900,121.4700,29.83,1
2025-07-17,30.7900,121.4800,29.82,1
2025-07-17,30.7900,121.4900,29.83,1
2025-07-17,30.7900,121.5000,29.75,1
2025-07-17,30.8000,121.4900,29.86,1
2025-07-17,30.8000,121.5000,29.81,1
2025-07-17,31.2600,122.1600,28.15,1
2025-07-17,31.2700,122.1600,28.23,1
2025-07-17,31.2800,122.1700,28.31,1
2025-07-17,31.2800,122.1800,28.03,1
2025-07-17,31.3100,122.1900,28.18,1
2025-07-17,31.3200,122.1900,28.40,1
2025-07-17,31.3300,122.1900,28.54,1
2025-07-17,31.3400,122.1900,28.50,1
2025-07-17,31.3500,122.2100,28.51,1
2025-07-17,31.3500,122.2200,28.40,1
2025-07-17,31.3600,122.1700,29.04,1
2025-07-17,31.3600,122.1800,28.94,1
2025-07-17,31.3600,122.2100,28.62,1
2025-07-17,31.3700,122.1600,28.89,1
2025-07-17,31.3700,122.1700,29.01,1
2025-07-17,31.3700,122.1800,28.97,1
2025-07-17,31.3700,122.1900,28.96,1
2025-07-17,31.3700,122.2000,28.82,1
2025-07-17,31.3800,122.1600,29.04,1
2025-07-17,31.3800,122.1700,29.09,1
2025-07-17,31.3800,122.1800,29.02,1
2025-07-17,31.3800,122.1900,28.95,1
2025-07-17,31.3800,122.2000,28.83,1
2025-07-17,31.3900,122.1700,29.09,1
2025-07-17,31.3900,122.1800,29.04,1
2025-07-17,31.3900,122.1900,28.97,1
2025-07-17,31.3900,122.2000,28.84,1
2025-07-17,31.4000,122.0300,29.09,1
2025-07-17,31.4000,122.1600,29.12,1
2025-07-17,31.4000,122.1800,29.08,1
2025-07-17,31.4000,122.1900,28.98,1
2025-07-17,31.4000,122.2000,28.82,1
2025-07-17,31.4000,122.2100,28.67,1
2025-07-17,31.4100,122.1600,29.21,1
2025-07-17,31.4100,122.1700,29.11,1
2025-07-17,31.4100,122.1800,29.00,1
2025-07-17,31.4100,122.1900,28.89,1
2025-07-17,31.4100,122.2000,28.75,1
2025-07-17,31.4100,122.2100,28.62,1
2025-07-17,31.4200,122.1600,29.26,1
2025-07-17,31.4200,122.1900,28.91,1
2025-07-17,31.4200,122.2000,28.73,1
2025-07-17,31.4200,122.2100,28.62,1
2025-07-17,31.4700,122.2000,28.66,1
2025-07-17,31.4700,122.2200,28.33,1
2025-07-17,31.4700,122.2300,28.24,1
2025-07-17,31.4700,122.2400,28.12,1
2025-07-17,31.4800,122.2100,28.47,1
2025-07-17,31.4800,122.2200,28.32,1
2025-07-17,31.4800,122.2300,28.23,1
2025-07-17,31.4800,122.2400,28.13,1
2025-07-17,31.4800,122.2500,28.04,1
2025-07-17,31.4900,122.2000,28.54,1
2025-07-17,31.4900,122.2100,28.41,1
2025-07-17,31.4900,122.2200,28.27,1
2025-07-17,31.4900,122.2300,28.20,1
2025-07-17,31.4900,122.2400,28.12,1
2025-07-17,31.4900,122.2500,28.04,1
2025-07-17,31.5000,122.2000,28.50,1
2025-07-17,31.5000,122.2100,28.40,1
2025-07-17,31.5000,122.2200,28.27,1
2025-07-17,31.5000,122.2300,28.20,1
2025-07-17,31.5000,122.2400,28.13,1
2025-07-17,31.5000,122.2500,28.08,1
2025-07-17,31.5100,122.2000,28.42,1
2025-07-17,31.5100,122.2100,28.34,1
2025-07-17,31.5100,122.2200,28.23,1
2025-07-17,31.5100,122.2300,28.18,1
2025-07-17,31.5100,122.2500,28.08,1
2025-07-17,31.5200,122.2100,28.28,1
2025-07-17,31.5200,122.2200,28.21,1
2025-07-17,31.5200,122.2300,28.16,1
2025-07-17,31.5200,122.2600,28.03,1
2025-07-17,31.5300,122.2200,28.18,1
2025-07-17,31.5300,122.2300,28.13,1
2025-07-17,31.5300,122.2400,28.08,1
2025-07-17,31.5300,122.2600,28.01,1
2025-07-17,31.5400,122.2200,28.16,1
2025-07-17,31.5400,122.2300,28.11,1
2025-07-17,31.5400,122.2400,28.06,1
2025-07-17,31.5600,122.2200,28.07,1
2025-07-17,31.5600,122.2300,28.02,1
2025-07-17,31.5600,122.2400,28.00,1
2025-07-17,31.5700,122.2200,28.01,1
2025-07-17,31.5800,127.6200,28.06,1
2025-07-17,31.5900,122.0900,28.69,1
2025-07-17,31.6000,122.0400,28.88,1
2025-07-17,31.6000,122.0500,28.87,1
2025-07-17,31.6000,122.0900,28.62,1
2025-07-17,31.6100,122.0400,28.86,1
2025-07-17,31.6100,122.0500,28.85,1
2025-07-17,31.6100,127.6900,28.04,1
2025-07-17,31.6200,122.0300,28.79,1
2025-07-17,31.6200,122.0400,28.77,1
2025-07-17,31.6200,122.0700,28.61,1
2025-07-17,31.6200,122.0800,28.53,1
2025-07-17,31.6200,122.0900,28.50,1
2025-07-17,31.6300,122.0400,28.74,1
2025-07-17,31.6300,122.0500,28.71,1
2025-07-17,31.6300,122.0600,28.64,1
2025-07-17,31.6300,122.0700,28.58,1
